K,Algoritmo,Rep,Custo_Total,Impacto_Ambiental,Tempo_Total_Segundos
13,MOEAD_AV,28,637.845296,3.370874,94.096
13,MOEAD_AV,28,637.846087,3.370736,94.096
13,MOEAD_AV,28,637.879650,3.370585,94.096
13,MOEAD_AV,28,637.893612,3.369266,94.096
13,MOEAD_AV,28,637.894403,3.369129,94.096
13,MOEAD_AV,28,637.907036,3.368749,94.096
13,MOEAD_AV,28,637.924024,3.368561,94.096
13,MOEAD_AV,28,637.924815,3.368424,94.096
13,MOEAD_AV,28,637.927192,3.367443,94.096
13,MOEAD_AV,28,637.927983,3.367306,94.096
13,MOEAD_AV,28,637.955352,3.367141,94.096
13,MOEAD_AV,28,637.973131,3.366816,94.096
13,MOEAD_AV,28,637.975508,3.365836,94.096
13,MOEAD_AV,28,637.976299,3.365698,94.096
13,MOEAD_AV,28,637.988932,3.365319,94.096
13,MOEAD_AV,28,638.005920,3.365131,94.096
13,MOEAD_AV,28,638.027485,3.364649,94.096
13,MOEAD_AV,28,638.035249,3.364411,94.096
13,MOEAD_AV,28,638.037248,3.363711,94.096
13,MOEAD_AV,28,638.049371,3.355232,94.096
13,MOEAD_AV,28,638.050162,3.355095,94.096
13,MOEAD_AV,28,638.052630,3.346845,94.096
13,MOEAD_AV,28,638.053879,3.343017,94.096
13,MOEAD_AV,28,638.054670,3.342880,94.096
13,MOEAD_AV,28,638.062754,3.341811,94.096
13,MOEAD_AV,28,638.063001,3.334761,94.096
13,MOEAD_AV,28,638.063792,3.334624,94.096
13,MOEAD_AV,28,638.076242,3.331596,94.096
13,MOEAD_AV,28,638.080017,3.331263,94.096
13,MOEAD_AV,28,638.080478,3.330581,94.096
13,MOEAD_AV,28,638.082771,3.322606,94.096
13,MOEAD_AV,28,638.083562,3.322469,94.096
13,MOEAD_AV,28,638.118458,3.319327,94.096
13,MOEAD_AV,28,638.119249,3.319190,94.096
13,MOEAD_AV,28,638.145844,3.317492,94.096
13,MOEAD_AV,28,638.146635,3.317354,94.096
13,MOEAD_AV,28,638.180198,3.317203,94.096
13,MOEAD_AV,28,638.200354,3.315897,94.096
13,MOEAD_AV,28,638.224572,3.315179,94.096
13,MOEAD_AV,28,638.225363,3.315042,94.096
13,MOEAD_AV,28,638.227740,3.314061,94.096
13,MOEAD_AV,28,638.228531,3.313924,94.096
13,MOEAD_AV,28,638.271819,3.313867,94.096
13,MOEAD_AV,28,638.276056,3.312453,94.096
13,MOEAD_AV,28,638.289480,3.311936,94.096
13,MOEAD_AV,28,638.328033,3.311266,94.096
13,MOEAD_AV,28,638.335797,3.311029,94.096
13,MOEAD_AV,28,638.337796,3.310329,94.096
13,MOEAD_AV,28,638.376349,3.309659,94.096
13,MOEAD_AV,28,638.383734,3.290623,94.096
13,MOEAD_AV,28,638.392856,3.285820,94.096
13,MOEAD_AV,28,638.393803,3.267350,94.096
13,MOEAD_AV,28,638.394594,3.267213,94.096
13,MOEAD_AV,28,638.440012,3.267199,94.096
13,MOEAD_AV,28,638.440803,3.267061,94.096
13,MOEAD_AV,28,638.448313,3.266933,94.096
13,MOEAD_AV,28,638.475699,3.263920,94.096
13,MOEAD_AV,28,638.476490,3.263782,94.096
13,MOEAD_AV,28,638.503859,3.263617,94.096
13,MOEAD_AV,28,638.524015,3.262312,94.096
13,MOEAD_AV,28,638.537439,3.261795,94.096
13,MOEAD_AV,28,638.572962,3.261631,94.096
13,MOEAD_AV,28,638.575992,3.261125,94.096
13,MOEAD_AV,28,638.583756,3.260887,94.096
13,MOEAD_AV,28,638.585755,3.260187,94.096
13,MOEAD_AV,28,638.624308,3.259517,94.096
13,MOEAD_AV,28,638.632072,3.259279,94.096
13,MOEAD_AV,28,638.669117,3.259258,94.096
13,MOEAD_AV,28,638.695653,3.255917,94.096
13,MOEAD_AV,28,638.708103,3.252730,94.096
13,MOEAD_AV,28,638.713047,3.251978,94.096
13,MOEAD_AV,28,638.715423,3.243762,94.096
13,MOEAD_AV,28,638.716214,3.243625,94.096
13,MOEAD_AV,28,638.751110,3.240483,94.096
13,MOEAD_AV,28,638.751901,3.240346,94.096
13,MOEAD_AV,28,638.799426,3.238875,94.096
13,MOEAD_AV,28,638.800217,3.238738,94.096
13,MOEAD_AV,28,638.812850,3.238358,94.096
13,MOEAD_AV,28,638.824277,3.232716,94.096
13,MOEAD_AV,28,638.826317,3.228751,94.096
13,MOEAD_AV,28,638.834401,3.226965,94.096
13,MOEAD_AV,28,638.834648,3.220632,94.096
13,MOEAD_AV,28,638.835439,3.220495,94.096
13,MOEAD_AV,28,638.847098,3.217445,94.096
13,MOEAD_AV,28,638.852125,3.216453,94.096
13,MOEAD_AV,28,638.854418,3.208478,94.096
13,MOEAD_AV,28,638.855209,3.208340,94.096
13,MOEAD_AV,28,638.890105,3.205199,94.096
13,MOEAD_AV,28,638.890896,3.205061,94.096
13,MOEAD_AV,28,638.917491,3.203363,94.096
13,MOEAD_AV,28,638.918282,3.203226,94.096
13,MOEAD_AV,28,638.951845,3.203074,94.096
13,MOEAD_AV,28,638.965807,3.201755,94.096
13,MOEAD_AV,28,638.997010,3.200913,94.096
13,MOEAD_AV,28,638.999387,3.199933,94.096
13,MOEAD_AV,28,639.000178,3.199795,94.096
13,MOEAD_AV,28,639.027547,3.199630,94.096
13,MOEAD_AV,28,639.047703,3.198325,94.096
13,MOEAD_AV,28,639.061127,3.197808,94.096
13,MOEAD_AV,28,639.078115,3.197620,94.096
13,MOEAD_AV,28,639.099680,3.197138,94.096
13,MOEAD_AV,28,639.107444,3.196900,94.096
13,MOEAD_AV,28,639.109443,3.196200,94.096
13,MOEAD_AV,28,639.126431,3.196012,94.096
13,MOEAD_AV,28,639.147996,3.195530,94.096
13,MOEAD_AV,28,639.155760,3.195292,94.096
13,MOEAD_AV,28,639.186172,3.194587,94.096
13,MOEAD_AV,28,639.219341,3.193781,94.096
13,MOEAD_AV,28,639.231507,3.192393,94.096
13,MOEAD_AV,28,639.231791,3.188743,94.096
13,MOEAD_AV,28,639.236735,3.187991,94.096
13,MOEAD_AV,28,639.239111,3.179775,94.096
13,MOEAD_AV,28,639.239902,3.179638,94.096
13,MOEAD_AV,28,639.274798,3.176496,94.096
13,MOEAD_AV,28,639.275589,3.176359,94.096
13,MOEAD_AV,28,639.323114,3.174888,94.096
13,MOEAD_AV,28,639.323905,3.174751,94.096
13,MOEAD_AV,28,639.336538,3.174371,94.096
13,MOEAD_AV,28,639.372061,3.174208,94.096
13,MOEAD_AV,28,639.375091,3.173701,94.096
13,MOEAD_AV,28,639.382855,3.173464,94.096
13,MOEAD_AV,28,639.384854,3.172763,94.096
13,MOEAD_AV,28,639.420377,3.172600,94.096
13,MOEAD_AV,28,639.423407,3.172094,94.096
13,MOEAD_AV,28,639.431171,3.171856,94.096
13,MOEAD_AV,28,639.468216,3.171835,94.096
13,MOEAD_AV,28,639.537417,3.171266,94.096
13,MOEAD_AV,28,639.623872,3.171201,94.096
13,MOEAD_AV,28,639.708843,3.171111,94.096
13,MOEAD_AV,28,639.759162,3.170864,94.096
13,MOEAD_AV,28,639.790772,3.170756,94.096
13,MOEAD_AV,28,639.826295,3.170592,94.096
13,MOEAD_AV,28,639.829325,3.170086,94.096
13,MOEAD_AV,28,639.837089,3.169848,94.096
13,MOEAD_AV,28,639.870298,3.169272,94.096
13,MOEAD_AV,28,639.907343,3.169251,94.096
13,MOEAD_AV,28,639.976544,3.168683,94.096
13,MOEAD_AV,28,639.982612,3.166408,94.096
13,MOEAD_AV,28,640.030928,3.164800,94.096
13,MOEAD_AV,28,640.407580,3.161602,94.096
13,MOEAD_AV,28,640.443267,3.158323,94.096
13,MOEAD_AV,28,640.444058,3.158186,94.096
13,MOEAD_AV,28,640.491583,3.156715,94.096
13,MOEAD_AV,28,640.505007,3.156198,94.096
13,MOEAD_AV,28,641.064068,3.156005,94.096
13,MOEAD_AV,28,641.064859,3.155868,94.096
13,MOEAD_AV,28,641.084766,3.153038,94.096
13,MOEAD_AV,28,641.085557,3.152900,94.096
13,MOEAD_AV,28,641.112152,3.151202,94.096
13,MOEAD_AV,28,641.120453,3.149759,94.096
13,MOEAD_AV,28,641.121244,3.149621,94.096
13,MOEAD_AV,28,641.164532,3.149564,94.096
13,MOEAD_AV,28,641.168769,3.148151,94.096
13,MOEAD_AV,28,641.182193,3.147634,94.096
13,MOEAD_AV,28,641.196155,3.146315,94.096
13,MOEAD_AV,28,641.227358,3.145473,94.096
13,MOEAD_AV,28,641.229735,3.144493,94.096
13,MOEAD_AV,28,641.230526,3.144355,94.096
13,MOEAD_AV,28,641.257895,3.144190,94.096
13,MOEAD_AV,28,641.278051,3.142885,94.096
13,MOEAD_AV,28,641.291475,3.142368,94.096
13,MOEAD_AV,28,641.308463,3.142180,94.096
13,MOEAD_AV,28,641.330028,3.141698,94.096
13,MOEAD_AV,28,641.337792,3.141460,94.096
13,MOEAD_AV,28,641.339791,3.140760,94.096
13,MOEAD_AV,28,641.356779,3.140572,94.096
13,MOEAD_AV,28,641.378344,3.140090,94.096
13,MOEAD_AV,28,641.386108,3.139852,94.096
13,MOEAD_AV,28,641.423153,3.139831,94.096
13,MOEAD_AV,28,641.431562,3.137096,94.096
13,MOEAD_AV,28,641.432353,3.136959,94.096
13,MOEAD_AV,28,641.444012,3.133909,94.096
13,MOEAD_AV,28,641.444803,3.133772,94.096
13,MOEAD_AV,28,641.451332,3.124942,94.096
13,MOEAD_AV,28,641.452123,3.124804,94.096
13,MOEAD_AV,28,641.487019,3.121663,94.096
13,MOEAD_AV,28,641.487810,3.121525,94.096
13,MOEAD_AV,28,641.514405,3.119827,94.096
13,MOEAD_AV,28,641.548759,3.119538,94.096
13,MOEAD_AV,28,641.553462,3.119448,94.096
13,MOEAD_AV,28,641.562721,3.118219,94.096
13,MOEAD_AV,28,641.576145,3.117702,94.096
13,MOEAD_AV,28,641.593133,3.117515,94.096
13,MOEAD_AV,28,641.593924,3.117377,94.096
13,MOEAD_AV,28,641.596301,3.116397,94.096
13,MOEAD_AV,28,641.597092,3.116259,94.096
13,MOEAD_AV,28,641.640380,3.116202,94.096
13,MOEAD_AV,28,641.644617,3.114789,94.096
13,MOEAD_AV,28,641.658041,3.114272,94.096
13,MOEAD_AV,28,641.696594,3.113602,94.096
13,MOEAD_AV,28,641.704358,3.113364,94.096
13,MOEAD_AV,28,641.706357,3.112664,94.096
13,MOEAD_AV,28,641.723345,3.112476,94.096
13,MOEAD_AV,28,641.744910,3.111994,94.096
13,MOEAD_AV,28,641.752674,3.111756,94.096
13,MOEAD_AV,28,641.754224,3.109480,94.096
13,MOEAD_AV,28,641.755098,3.091177,94.096
13,MOEAD_AV,28,641.755713,3.049230,94.096
13,MOEAD_AV,28,641.758972,3.041002,94.096
13,MOEAD_AV,28,641.760221,3.037174,94.096
13,MOEAD_AV,28,641.760655,3.033323,94.096
13,MOEAD_AV,28,641.763914,3.023329,94.096
13,MOEAD_AV,28,641.765163,3.021109,94.096
13,MOEAD_AV,28,641.766764,2.997830,94.096
13,MOEAD_AV,28,641.767555,2.997692,94.096
13,MOEAD_AV,28,641.770023,2.989602,94.096
13,MOEAD_AV,28,641.771272,2.985615,94.096
13,MOEAD_AV,28,641.780394,2.978379,94.096
13,MOEAD_AV,28,641.781185,2.977221,94.096
13,MOEAD_AV,28,641.791240,2.959700,94.096
13,MOEAD_AV,28,641.792031,2.959563,94.096
13,MOEAD_AV,28,641.794499,2.954404,94.096
13,MOEAD_AV,28,641.795290,2.951176,94.096
13,MOEAD_AV,28,641.795748,2.947486,94.096
13,MOEAD_AV,28,641.796539,2.947348,94.096
13,MOEAD_AV,28,641.804870,2.939229,94.096
13,MOEAD_AV,28,641.805661,2.939092,94.096
13,MOEAD_AV,28,641.817320,2.936042,94.096
13,MOEAD_AV,28,641.818111,2.935905,94.096
13,MOEAD_AV,28,641.821095,2.935869,94.096
13,MOEAD_AV,28,641.824640,2.927075,94.096
13,MOEAD_AV,28,641.825431,2.926937,94.096
13,MOEAD_AV,28,641.860327,2.923796,94.096
13,MOEAD_AV,28,641.861118,2.923658,94.096
13,MOEAD_AV,28,641.887713,2.921960,94.096
13,MOEAD_AV,28,641.922067,2.921671,94.096
13,MOEAD_AV,28,641.936029,2.920352,94.096
13,MOEAD_AV,28,641.966441,2.919648,94.096
13,MOEAD_AV,28,641.967232,2.919510,94.096
13,MOEAD_AV,28,641.969609,2.918530,94.096
13,MOEAD_AV,28,641.970400,2.918392,94.096
13,MOEAD_AV,28,642.013688,2.918335,94.096
13,MOEAD_AV,28,642.017925,2.916922,94.096
13,MOEAD_AV,28,642.031349,2.916405,94.096
13,MOEAD_AV,28,642.048337,2.916217,94.096
13,MOEAD_AV,28,642.069902,2.915735,94.096
13,MOEAD_AV,28,642.077666,2.915497,94.096
13,MOEAD_AV,28,642.079665,2.914797,94.096
13,MOEAD_AV,28,642.125982,2.913889,94.096
13,MOEAD_AV,28,642.163027,2.913868,94.096
13,MOEAD_AV,28,642.202013,2.909191,94.096
13,MOEAD_AV,28,642.209333,2.898372,94.096
13,MOEAD_AV,28,642.245020,2.895093,94.096
13,MOEAD_AV,28,642.245811,2.894956,94.096
13,MOEAD_AV,28,642.293336,2.893485,94.096
13,MOEAD_AV,28,642.294127,2.893348,94.096
13,MOEAD_AV,28,642.355076,2.891360,94.096
13,MOEAD_AV,28,642.401393,2.890453,94.096
13,MOEAD_AV,28,642.438438,2.890432,94.096
13,MOEAD_AV,28,642.507639,2.889863,94.096
13,MOEAD_AV,28,642.594094,2.889798,94.096
13,MOEAD_AV,28,642.729384,2.889461,94.096
13,MOEAD_AV,28,642.844356,2.888424,94.096
13,MOEAD_AV,28,643.000012,2.887790,94.096
13,MOEAD_AV,28,643.161101,2.887781,94.096
13,MOEAD_AV,28,643.174641,2.887778,94.096
13,MOEAD_AV,28,643.200121,2.886769,94.096
13,MOEAD_AV,28,643.374472,2.885857,94.096
13,MOEAD_AV,28,643.439139,2.885207,94.096
13,MOEAD_AV,28,643.560629,2.885138,94.096
13,MOEAD_AV,28,643.749058,2.884858,94.096
13,MOEAD_AV,28,643.888620,2.884146,94.096
13,MOEAD_AV,28,644.049709,2.884137,94.096
13,MOEAD_AV,28,644.394019,2.883958,94.096
13,MOEAD_AV,28,644.537733,2.883861,94.096
13,MOEAD_AV,28,644.623263,2.883701,94.096
13,MOEAD_AV,28,644.704045,2.883561,94.096
13,MOEAD_AV,28,644.789575,2.883402,94.096
13,MOEAD_AV,28,644.950664,2.883393,94.096
13,MOEAD_AV,28,645.290145,2.883324,94.096
13,MOEAD_AV,28,645.334833,2.882829,94.096
13,MOEAD_AV,28,645.387175,2.871935,94.096
13,MOEAD_AV,28,645.387966,2.871798,94.096
13,MOEAD_AV,28,645.549055,2.871789,94.096
13,MOEAD_AV,28,645.610004,2.869801,94.096
13,MOEAD_AV,28,645.638854,2.858219,94.096
13,MOEAD_AV,28,645.700594,2.856094,94.096
13,MOEAD_AV,28,645.739147,2.855424,94.096
13,MOEAD_AV,28,645.746911,2.855186,94.096
13,MOEAD_AV,28,645.908000,2.855177,94.096
13,MOEAD_AV,28,645.918193,2.854807,94.096
13,MOEAD_AV,28,645.925965,2.854583,94.096
13,MOEAD_AV,28,645.939612,2.854531,94.096
13,MOEAD_AV,28,646.144591,2.853489,94.096
13,MOEAD_AV,28,646.270240,2.852195,94.096
13,MOEAD_AV,28,646.299268,2.850980,94.096
13,MOEAD_AV,28,646.300895,2.850880,94.096
13,MOEAD_AV,28,646.400034,2.850480,94.096
13,MOEAD_AV,28,646.421368,2.849345,94.096
13,MOEAD_AV,28,646.464316,2.848977,94.096
13,MOEAD_AV,28,646.477963,2.848926,94.096
13,MOEAD_AV,28,646.613253,2.848589,94.096
13,MOEAD_AV,28,646.859872,2.848421,94.096
13,MOEAD_AV,28,647.020961,2.848412,94.096
13,MOEAD_AV,28,647.105549,2.847938,94.096
13,MOEAD_AV,28,647.266638,2.847929,94.096
13,MOEAD_AV,28,647.271861,2.847638,94.096
13,MOEAD_AV,28,647.432950,2.847629,94.096
13,MOEAD_AV,28,647.703121,2.847540,94.096
13,MOEAD_AV,28,647.814859,2.847124,94.096
13,MOEAD_AV,28,647.928429,2.847037,94.096
13,MOEAD_AV,28,647.977283,2.846962,94.096
13,MOEAD_AV,28,648.050091,2.846948,94.096
13,MOEAD_AV,28,648.050537,2.846905,94.096
13,MOEAD_AV,28,648.185827,2.846568,94.096
13,MOEAD_AV,28,648.199028,2.846560,94.096
13,MOEAD_AV,28,648.432446,2.846399,94.096
13,MOEAD_AV,28,648.475586,2.846223,94.096
13,MOEAD_AV,28,648.497005,2.845948,94.096
13,MOEAD_AV,28,648.625039,2.845943,94.096
13,MOEAD_AV,28,648.658094,2.845939,94.096
13,MOEAD_AV,28,649.040003,2.845433,94.096
13,MOEAD_AV,28,649.815335,2.845374,94.096
13,MOEAD_AV,28,650.832129,2.845370,94.096
13,MOEAD_AV,28,650.845776,2.845318,94.096
13,MOEAD_AV,28,650.981066,2.844982,94.096
13,MOEAD_AV,28,651.051255,2.842642,94.096
13,MOEAD_AV,28,651.230301,2.842024,94.096
13,MOEAD_AV,28,651.387010,2.841413,94.096
13,MOEAD_AV,28,651.614185,2.838775,94.096
13,MOEAD_AV,28,651.615920,2.837194,94.096
13,MOEAD_AV,28,651.749619,2.836950,94.096
13,MOEAD_AV,28,652.417657,2.835156,94.096
13,MOEAD_AV,28,652.471324,2.831425,94.096
13,MOEAD_AV,28,652.558979,2.830204,94.096
13,MOEAD_AV,28,652.588290,2.829912,94.096
13,MOEAD_AV,28,652.598483,2.829541,94.096
13,MOEAD_AV,28,652.619902,2.829266,94.096
13,MOEAD_AV,28,652.755192,2.828929,94.096
13,MOEAD_AV,28,652.818921,2.826668,94.096
13,MOEAD_AV,28,652.982367,2.826292,94.096
13,MOEAD_AV,28,653.002250,2.825210,94.096
13,MOEAD_AV,28,653.144606,2.823712,94.096
13,MOEAD_AV,28,653.158253,2.823660,94.096
13,MOEAD_AV,28,653.286287,2.823656,94.096
13,MOEAD_AV,28,653.319342,2.823651,94.096
13,MOEAD_AV,28,653.746463,2.823556,94.096
13,MOEAD_AV,28,653.995180,2.823392,94.096
13,MOEAD_AV,28,654.048922,2.823359,94.096
13,MOEAD_AV,28,654.055257,2.823004,94.096
13,MOEAD_AV,28,654.082218,2.822327,94.096
13,MOEAD_AV,28,654.744028,2.821631,94.096
13,MOEAD_AV,28,654.879318,2.821294,94.096
13,MOEAD_AV,28,655.155628,2.821002,94.096
13,MOEAD_AV,28,655.316965,2.820948,94.096
13,MOEAD_AV,28,655.338384,2.820673,94.096
13,MOEAD_AV,28,655.537537,2.820497,94.096
13,MOEAD_AV,28,655.720293,2.820168,94.096
13,MOEAD_AV,28,656.077574,2.820122,94.096
13,MOEAD_AV,28,657.035735,2.820114,94.096
13,MOEAD_AV,28,657.543010,2.819524,94.096
13,MOEAD_AV,28,658.011883,2.817006,94.096
13,MOEAD_AV,28,658.023844,2.816944,94.096
13,MOEAD_AV,28,658.112465,2.816734,94.096
13,MOEAD_AV,28,658.249210,2.816637,94.096
13,MOEAD_AV,28,658.339223,2.816350,94.096
13,MOEAD_AV,28,658.879672,2.814863,94.096
13,MOEAD_AV,28,659.441540,2.814006,94.096
13,MOEAD_AV,28,660.098773,2.813749,94.096
13,MOEAD_AV,28,660.233491,2.813734,94.096
13,MOEAD_AV,28,660.390122,2.813125,94.096
13,MOEAD_AV,28,660.666684,2.812316,94.096
13,MOEAD_AV,28,661.442016,2.812257,94.096
13,MOEAD_AV,28,662.937081,2.810415,94.096
13,MOEAD_AV,28,664.073859,2.799831,94.096
13,MOEAD_AV,28,664.294625,2.797110,94.096
13,MOEAD_AV,28,664.754900,2.794926,94.096
13,MOEAD_AV,28,664.768955,2.792487,94.096
13,MOEAD_AV,28,664.881312,2.792087,94.096
13,MOEAD_AV,28,664.946023,2.790534,94.096
13,MOEAD_AV,28,665.568418,2.790106,94.096
13,MOEAD_AV,28,665.793153,2.790048,94.096
13,MOEAD_AV,28,666.154036,2.789233,94.096
13,MOEAD_AV,28,666.620821,2.789031,94.096
13,MOEAD_AV,28,666.819746,2.788567,94.096
13,MOEAD_AV,28,666.924613,2.788361,94.096
13,MOEAD_AV,28,666.943646,2.787831,94.096
13,MOEAD_AV,28,666.965065,2.787556,94.096
13,MOEAD_AV,28,667.346974,2.787050,94.096
13,MOEAD_AV,28,668.308280,2.787023,94.096
13,MOEAD_AV,28,668.801344,2.787008,94.096
13,MOEAD_AV,28,670.731913,2.786974,94.096
13,MOEAD_AV,28,671.731731,2.782914,94.096
13,MOEAD_AV,28,673.190919,2.778842,94.096
13,MOEAD_AV,28,673.441275,2.775634,94.096
13,MOEAD_AV,28,673.744215,2.770996,94.096
13,MOEAD_AV,28,674.990115,2.770355,94.096
13,MOEAD_AV,28,675.785814,2.767748,94.096
13,MOEAD_AV,28,676.005367,2.767323,94.096
13,MOEAD_AV,28,676.300635,2.766209,94.096
13,MOEAD_AV,28,680.397491,2.764293,94.096
13,MOEAD_AV,28,682.385878,2.757020,94.096
13,MOEAD_AV,28,703.823546,2.752554,94.096
13,MOEAD_AV,28,704.884769,2.750858,94.096
13,MOEAD_AV,28,705.171703,2.750684,94.096
13,MOEAD_AV,28,707.315278,2.749438,94.096
13,MOEAD_AV,28,708.332656,2.732603,94.096
13,MOEAD_AV,28,766.870381,2.732581,94.096
13,MOEAD_AV,28,1001.689741,2.724585,94.096
13,MOEAD_AV,28,1287.847018,2.722952,94.096
13,MOEAD_AV,28,1553.903219,2.721837,94.096
13,MOEAD_AV,28,1665.120781,2.721272,94.096
13,MOEAD_AV,28,1687.598935,2.718912,94.096
13,MOEAD_AV,28,1690.186191,2.718851,94.096
13,MOEAD_AV,28,1691.582020,2.718850,94.096
13,MOEAD_AV,28,1701.289904,2.718795,94.096
13,MOEAD_AV,28,2515.444763,2.718512,94.096
13,MOEAD_AV,28,2532.341345,2.718484,94.096
13,MOEAD_AV,29,635.740191,4.433790,88.970
13,MOEAD_AV,29,635.740806,4.396741,88.970
13,MOEAD_AV,29,635.743139,4.371993,88.970
13,MOEAD_AV,29,635.743754,4.336709,88.970
13,MOEAD_AV,29,635.744545,4.336572,88.970
13,MOEAD_AV,29,635.747013,4.328322,88.970
13,MOEAD_AV,29,635.748262,4.324495,88.970
13,MOEAD_AV,29,635.749053,4.324357,88.970
13,MOEAD_AV,29,635.757384,4.316238,88.970
13,MOEAD_AV,29,635.758175,4.316101,88.970
13,MOEAD_AV,29,635.759481,4.295390,88.970
13,MOEAD_AV,29,635.760272,4.295252,88.970
13,MOEAD_AV,29,635.762251,4.273080,88.970
13,MOEAD_AV,29,635.764863,4.267301,88.970
13,MOEAD_AV,29,635.765478,4.232018,88.970
13,MOEAD_AV,29,635.766269,4.231881,88.970
13,MOEAD_AV,29,635.768737,4.223631,88.970
13,MOEAD_AV,29,635.769986,4.219803,88.970
13,MOEAD_AV,29,635.770420,4.214346,88.970
13,MOEAD_AV,29,635.771211,4.214208,88.970
13,MOEAD_AV,29,635.773679,4.205959,88.970
13,MOEAD_AV,29,635.774928,4.202131,88.970
13,MOEAD_AV,29,635.775719,4.201993,88.970
13,MOEAD_AV,29,635.776529,4.180618,88.970
13,MOEAD_AV,29,635.777320,4.180480,88.970
13,MOEAD_AV,29,635.779788,4.172231,88.970
13,MOEAD_AV,29,635.780579,4.172093,88.970
13,MOEAD_AV,29,635.781037,4.168403,88.970
13,MOEAD_AV,29,635.781828,4.168266,88.970
13,MOEAD_AV,29,635.789121,4.166458,88.970
13,MOEAD_AV,29,635.790159,4.160147,88.970
13,MOEAD_AV,29,635.790950,4.160009,88.970
13,MOEAD_AV,29,635.801005,4.142489,88.970
13,MOEAD_AV,29,635.801796,4.142351,88.970
13,MOEAD_AV,29,635.804264,4.134101,88.970
13,MOEAD_AV,29,635.805055,4.133964,88.970
13,MOEAD_AV,29,635.805513,4.130274,88.970
13,MOEAD_AV,29,635.806304,4.130136,88.970
13,MOEAD_AV,29,635.813597,4.128329,88.970
13,MOEAD_AV,29,635.814388,4.128191,88.970
13,MOEAD_AV,29,635.814635,4.122017,88.970
13,MOEAD_AV,29,635.815426,4.121880,88.970
13,MOEAD_AV,29,635.827085,4.118830,88.970
13,MOEAD_AV,29,635.827876,4.118693,88.970
13,MOEAD_AV,29,635.830860,4.118657,88.970
13,MOEAD_AV,29,635.831651,4.118519,88.970
13,MOEAD_AV,29,635.832029,4.118079,88.970
13,MOEAD_AV,29,635.832112,4.117838,88.970
13,MOEAD_AV,29,635.832903,4.117700,88.970
13,MOEAD_AV,29,635.834405,4.109863,88.970
13,MOEAD_AV,29,635.835196,4.109725,88.970
13,MOEAD_AV,29,635.870092,4.106584,88.970
13,MOEAD_AV,29,635.870883,4.106446,88.970
13,MOEAD_AV,29,635.914171,4.106389,88.970
13,MOEAD_AV,29,635.918408,4.104976,88.970
13,MOEAD_AV,29,635.919199,4.104839,88.970
13,MOEAD_AV,29,635.931832,4.104459,88.970
13,MOEAD_AV,29,635.967355,4.104295,88.970
13,MOEAD_AV,29,635.970385,4.103789,88.970
13,MOEAD_AV,29,635.976206,4.102436,88.970
13,MOEAD_AV,29,635.976997,4.102298,88.970
13,MOEAD_AV,29,635.978309,4.085345,88.970
13,MOEAD_AV,29,635.979100,4.085208,88.970
13,MOEAD_AV,29,635.981568,4.076958,88.970
13,MOEAD_AV,29,635.982817,4.073131,88.970
13,MOEAD_AV,29,635.991939,4.064874,88.970
13,MOEAD_AV,29,636.002785,4.047216,88.970
13,MOEAD_AV,29,636.003576,4.047079,88.970
13,MOEAD_AV,29,636.006044,4.038829,88.970
13,MOEAD_AV,29,636.006835,4.038692,88.970
13,MOEAD_AV,29,636.007293,4.035001,88.970
13,MOEAD_AV,29,636.015377,4.033056,88.970
13,MOEAD_AV,29,636.016168,4.032919,88.970
13,MOEAD_AV,29,636.016415,4.026745,88.970
13,MOEAD_AV,29,636.028865,4.023558,88.970
13,MOEAD_AV,29,636.029656,4.023421,88.970
13,MOEAD_AV,29,636.032640,4.023384,88.970
13,MOEAD_AV,29,636.033809,4.022806,88.970
13,MOEAD_AV,29,636.033892,4.022565,88.970
13,MOEAD_AV,29,636.036185,4.014590,88.970
13,MOEAD_AV,29,636.036976,4.014453,88.970
13,MOEAD_AV,29,636.071872,4.011311,88.970
13,MOEAD_AV,29,636.072663,4.011174,88.970
13,MOEAD_AV,29,636.115951,4.011117,88.970
13,MOEAD_AV,29,636.120188,4.009704,88.970
13,MOEAD_AV,29,636.120979,4.009566,88.970
13,MOEAD_AV,29,636.133612,4.009186,88.970
13,MOEAD_AV,29,636.169135,4.009023,88.970
13,MOEAD_AV,29,636.172165,4.008517,88.970
13,MOEAD_AV,29,636.177986,4.007163,88.970
13,MOEAD_AV,29,636.178777,4.007026,88.970
13,MOEAD_AV,29,636.222065,4.006969,88.970
13,MOEAD_AV,29,636.239726,4.005038,88.970
13,MOEAD_AV,29,636.275249,4.004875,88.970
13,MOEAD_AV,29,636.278279,4.004368,88.970
13,MOEAD_AV,29,636.286043,4.004130,88.970
13,MOEAD_AV,29,636.323088,4.004109,88.970
13,MOEAD_AV,29,636.373722,3.999878,88.970
13,MOEAD_AV,29,636.374513,3.999741,88.970
13,MOEAD_AV,29,636.386172,3.996691,88.970
13,MOEAD_AV,29,636.391199,3.995858,88.970
13,MOEAD_AV,29,636.393492,3.987724,88.970
13,MOEAD_AV,29,636.394283,3.987586,88.970
13,MOEAD_AV,29,636.404325,3.980599,88.970
13,MOEAD_AV,29,636.415171,3.962941,88.970
13,MOEAD_AV,29,636.418430,3.954554,88.970
13,MOEAD_AV,29,636.419679,3.950726,88.970
13,MOEAD_AV,29,636.428801,3.942470,88.970
